term,february_people_cathedral_aftershocks_rubble_buildings_september,city_council_community_reports_chief_executive_government_public,aftershocks_people_house_woman_september_couple_disaster,red_zone_homes_people_areas_damage_central,february_south_pike_river_zealand_island_news_september,describes_experience_touches_sep_family_work_dunedin,eqc_work_rebuild_commission_heading_ian_homes,buildings_city_heritage_architect_notes_discusses_auckland,john_key_labelled_cup_prime_february_rugby_world_representing,buildings_time_february_ring_moon_rubble_devastated,mayor_bob_parker_mp_local_february_special_anderton,finance_government_billion_economy_bill_english_rate_bank,insurance_recent_companies_house_ami_community_company,people_woman_newspaper_reading_comments_headline_february,city_people_university_cbd_including_magnitude_effects,party_year_gas_energy_oil_leader_exploration,people_february_september_jersey_victims_replies_zealand
stands,0.00393176584846254,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,0.00533312106980817,0.000708933957936585,0.00498657460682777,2.77092742941062e-05,2.17679966912645e-05,0.00550571409769901,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
wellington,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.00995187325203368,0.00400647403751758,0.00209900054212597,0.00143488329142338,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
black,0.0125471890223844,1.54109325155265e-05,0.00198666378174236,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,0.00219856766581771,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,0.00127854797061847
continuing,0.00863108757969266,1.54109325155265e-05,0.0059206514683609,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,0.00337310577455571,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
eqc,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,0.0278861206187482,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
hand,0.00549820642553925,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,0.00665976810209876,1.39006658418938e-05,0.00285555981758513,2.77092742941062e-05,2.17679966912645e-05,0.00550571409769901,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
history,1.56644057707671e-05,0.00463869068717348,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.00974436675516757,0.000724545028342497,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
japan,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.00498303496642485,2.65329406458118e-05,1.39006658418938e-05,0.00995894244839392,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
noting,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.0106617072928349,2.65329406458118e-05,0.00418410041841004,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
water,1.56644057707671e-05,0.000785957558291852,0.0108381360766341,1.62763065805108e-05,0.00324110841614973,1.41966808160252e-05,2.65329406458118e-05,0.000708933957936585,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,0.00169494369766232,2.41610089637343e-05,0.00244182473843367,2.94646277144288e-05,2.50695680513425e-05
word,0.0125471890223844,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00356589808066601,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
affected,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,0.00571298360975927,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,0.00437536733494417,2.19351159270877e-05,1.67816207689339e-05,0.0048563628017106,0.00405892721421757,2.94646277144288e-05,2.50695680513425e-05
businesses,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,0.00652679893878481,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,0.00279863670370473,2.17679966912645e-05,2.19351159270877e-05,0.0042121868130024,2.41610089637343e-05,1.61710247578389e-05,0.00739562155632164,2.50695680513425e-05
children,1.56644057707671e-05,1.54109325155265e-05,0.0108381360766341,1.62763065805108e-05,2.1464294146687e-05,0.00640270304802737,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
day,1.56644057707671e-05,1.54109325155265e-05,0.0108381360766341,1.62763065805108e-05,2.1464294146687e-05,0.00640270304802737,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
devastating,0.00314854555992418,0.000785957558291852,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00143488329142338,2.77092742941062e-05,2.17679966912645e-05,0.00440895830134462,1.67816207689339e-05,2.41610089637343e-05,0.0064845809278934,0.00150269601343587,2.50695680513425e-05
dunedin,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.0113715413336362,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00325037597632562,2.94646277144288e-05,2.50695680513425e-05
historic,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.00974436675516757,1.42067652616176e-05,0.00834049156252598,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
houses,1.56644057707671e-05,0.00155650418406818,1.96699384330927e-05,0.0105958755839125,2.1464294146687e-05,1.41966808160252e-05,0.0013531799729364,0.00140396725003128,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,0.00253202637318559
life,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,0.00327153762268266,0.00216789370881539,0.00924203921123241,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.000824722262649784,2.94646277144288e-05,2.50695680513425e-05
manager,1.56644057707671e-05,0.00695033056450246,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.00356336688482233,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00486747845210951,2.94646277144288e-05,2.50695680513425e-05
point,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,0.00734061426781035,2.1464294146687e-05,1.41966808160252e-05,0.00400647403751758,1.39006658418938e-05,0.000724545028342497,2.77092742941062e-05,2.17679966912645e-05,0.00769922569040777,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
presents,0.000798884694309121,0.0023270508098445,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.00214369880321981,2.65329406458118e-05,0.00904933346307288,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
process,1.56644057707671e-05,0.00695033056450246,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.000708933957936585,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00405892721421757,0.00739562155632164,2.50695680513425e-05
property,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,0.00798641513438934,1.39006658418938e-05,0.000724545028342497,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,0.00840759200523587,2.41610089637343e-05,0.00244182473843367,2.94646277144288e-05,2.50695680513425e-05
road,0.00236532527138583,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,0.00753396724548713,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00285555981758513,2.77092742941062e-05,0.00219856766581771,2.19351159270877e-05,1.67816207689339e-05,0.0048563628017106,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
show,0.0109807484453077,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,0.00754593998345408
working,1.56644057707671e-05,0.00617978393872613,1.96699384330927e-05,0.00164390696463159,2.1464294146687e-05,1.41966808160252e-05,0.00533312106980817,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,0.00550571409769901,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,0.00127854797061847
bank,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,0.0131830046721797,0.00589034888989579,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
billion,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,0.0013531799729364,1.39006658418938e-05,0.00285555981758513,2.77092742941062e-05,2.17679966912645e-05,0.0153765162648885,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
cites,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.00626920029469412,1.42067652616176e-05,2.77092742941062e-05,0.00111016783125449,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00729313216578535,2.94646277144288e-05,2.50695680513425e-05
don,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,0.00896824492586142,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00143488329142338,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00486747845210951,2.94646277144288e-05,2.50695680513425e-05
head,0.00549820642553925,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00356589808066601,0.00141317298899942,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00486747845210951,2.94646277144288e-05,2.50695680513425e-05
make,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,0.00652679893878481,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.00209900054212597,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,0.00672942992834248,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
pike_river,0.000798884694309121,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,0.019339329026165,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
plan,1.56644057707671e-05,0.00695033056450246,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00810168340367729,2.94646277144288e-05,2.50695680513425e-05
plans,1.56644057707671e-05,0.00772087719027878,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,0.0013531799729364,0.00348906712631535,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,0.00444915878487875,2.50695680513425e-05
urban,0.00236532527138583,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.00835430017097819,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00325037597632562,2.94646277144288e-05,2.50695680513425e-05
wake,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.00418410041841004,1.42067652616176e-05,2.77092742941062e-05,0.00546376716950739,0.00221544670863586,0.00505126785144909,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
wife,0.0117639687338461,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,0.00216789370881539,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,0.00253202637318559
ball,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00924860418531305,0.00695502784782067,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
big,0.000798884694309121,1.54109325155265e-05,0.002970160703397,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,0.00606441324989732,0.00729313216578535,2.94646277144288e-05,2.50695680513425e-05
demolition,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.00974436675516757,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,0.00592239017060019,2.50695680513425e-05
disasters,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,0.00860718195282148,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00285555981758513,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,0.00505126785144909,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
effect,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.00711253708882863,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,0.00437536733494417,2.19351159270877e-05,0.00337310577455571,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
labour,1.56644057707671e-05,0.0023270508098445,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,0.00400647403751758,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,0.00546376716950739,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,0.0103420843277645,2.50695680513425e-05
live,1.56644057707671e-05,1.54109325155265e-05,0.00493715454670627,0.00652679893878481,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00405892721421757,2.94646277144288e-05,2.50695680513425e-05
lyttelton,1.56644057707671e-05,0.00463869068717348,1.96699384330927e-05,1.62763065805108e-05,0.00753396724548713,1.41966808160252e-05,0.00400647403751758,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,0.00169494369766232,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
school,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.0106617072928349,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00244182473843367,2.94646277144288e-05,2.50695680513425e-05
stress,1.56644057707671e-05,1.54109325155265e-05,0.00690414839001554,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.0064845809278934,2.94646277144288e-05,0.00378550477575271
struck,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.00427320092562359,2.65329406458118e-05,1.39006658418938e-05,0.00711758939607041,2.77092742941062e-05,2.17679966912645e-05,0.00221544670863586,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
advice,1.56644057707671e-05,1.54109325155265e-05,0.00198666378174236,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.00348906712631535,1.42067652616176e-05,2.77092742941062e-05,0.00546376716950739,2.19351159270877e-05,1.67816207689339e-05,0.00606441324989732,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
commission,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,0.0172729443604235,0.00279403383422066,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
david,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,0.00872896667319707,2.19351159270877e-05,0.000855862659215627,2.41610089637343e-05,1.61710247578389e-05,0.011815315713486,2.50695680513425e-05
enormous,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00427623634374689,0.00418410041841004,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,0.00968856459445746,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
explains,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.00498303496642485,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,0.00337310577455571,2.41610089637343e-05,0.00244182473843367,0.00444915878487875,2.50695680513425e-05
face,0.00393176584846254,1.54109325155265e-05,1.96699384330927e-05,0.00245772229365712,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.000708933957936585,1.42067652616176e-05,0.0111114189919366,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
headline,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00285555981758513,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,0.015728816835391,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
holds,0.000798884694309121,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00143488329142338,2.77092742941062e-05,2.17679966912645e-05,0.0109894930794709,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,0.00503898317831984
lessons,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.00209900054212597,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,0.00337310577455571,0.00123221145715045,0.00729313216578535,2.94646277144288e-05,2.50695680513425e-05
nearby,0.00549820642553925,1.54109325155265e-05,0.00100316686008773,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,0.0013531799729364,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,0.00727246369808403,1.61710247578389e-05,2.94646277144288e-05,0.00253202637318559
report,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,0.00896824492586142,2.1464294146687e-05,0.000724030721617286,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,0.0042121868130024,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
seeks_comment,1.56644057707671e-05,0.00926197044183144,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.00405892721421757,2.94646277144288e-05,2.50695680513425e-05
services,1.56644057707671e-05,1.54109325155265e-05,0.00100316686008773,1.62763065805108e-05,2.1464294146687e-05,0.00285353284402107,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,0.00660246989405339,1.67816207689339e-05,2.41610089637343e-05,0.00244182473843367,0.00444915878487875,2.50695680513425e-05
showing,0.00706464700261596,1.54109325155265e-05,0.002970160703397,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,0.00328696750038094,0.00221544670863586,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
sits,0.00393176584846254,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,0.0145207663872043,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
suggests,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,0.000830091635606048,2.1464294146687e-05,0.00285353284402107,2.65329406458118e-05,0.000708933957936585,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,0.0120862488758253,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
toilet,0.00863108757969266,1.54109325155265e-05,0.00198666378174236,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,0.00440895830134462,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
tony_marryatt,1.56644057707671e-05,0.0131147035707131,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
wearing,0.00471498613700089,1.54109325155265e-05,0.00493715454670627,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,0.00427623634374689,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
carrying,1.56644057707671e-05,1.54109325155265e-05,0.00198666378174236,1.62763065805108e-05,0.00109467900148104,1.41966808160252e-05,0.00931306216667993,1.39006658418938e-05,0.00356589808066601,0.00141317298899942,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
church,0.00863108757969266,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,0.00285353284402107,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,1.67816207689339e-05,2.41610089637343e-05,0.000824722262649784,2.94646277144288e-05,2.50695680513425e-05
examines,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,0.00418410041841004,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,2.19351159270877e-05,0.00337310577455571,2.41610089637343e-05,0.00325037597632562,0.00297592739915731,2.50695680513425e-05
financial,1.56644057707671e-05,1.54109325155265e-05,1.96699384330927e-05,1.62763065805108e-05,2.1464294146687e-05,1.41966808160252e-05,2.65329406458118e-05,1.39006658418938e-05,1.42067652616176e-05,2.77092742941062e-05,2.17679966912645e-05,0.00660246989405339,0.00840759200523587,2.41610089637343e-05,1.61710247578389e-05,2.94646277144288e-05,2.50695680513425e-05
