identifier,TopicValue2,Topic,TopicValue,Month,Publisher,february_people_cathedral_aftershocks_rubble_buildings_september,city_council_community_reports_chief_executive_government_public,aftershocks_people_house_woman_september_couple_disaster,red_zone_homes_people_areas_damage_central,february_south_pike_river_zealand_island_news_september,describes_experience_touches_sep_family_work_dunedin,eqc_work_rebuild_commission_heading_ian_homes,buildings_city_heritage_architect_notes_discusses_auckland,john_key_labelled_cup_prime_february_rugby_world_representing,buildings_time_february_ring_moon_rubble_devastated,mayor_bob_parker_mp_local_february_special_anderton,finance_government_billion_economy_bill_english_rate_bank,insurance_recent_companies_house_ami_community_company,people_woman_newspaper_reading_comments_headline_february,city_people_university_cbd_including_magnitude_effects,party_year_gas_energy_oil_leader_exploration,people_february_september_jersey_victims_replies_zealand
INNZ-67915,15.526283240569,city_people_university_cbd_including_magnitude_effects,0.526283240568955,2011-11,"Press (Christchurch, N.Z.)",0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.12430426716141,0.000618429189857761,0.340754483611626,0.000618429189857761,0.526283240568955,0.000618429189857761,0.000618429189857761
INNZ-67995,5.53747323340471,february_south_pike_river_zealand_island_news_september,0.537473233404711,2011-11,"Press (Christchurch, N.Z.)",0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.537473233404711,0.430406852248394,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634
INNZ-68852,1.41144414168937,february_people_cathedral_aftershocks_rubble_buildings_september,0.411444141689373,2011-11,"Press (Christchurch, N.Z.)",0.411444141689373,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.411444141689373,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.138964577656676,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698
INNZ-69431,6.44735162731334,describes_experience_touches_sep_family_work_dunedin,0.447351627313338,2011-11,"Otago daily times",0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.192086790044671,0.447351627313338,0.000638162093171666,0.000638162093171666,0.351627313337588,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666
INNZ-69626,6.75160599571734,describes_experience_touches_sep_family_work_dunedin,0.751605995717345,2011-11,"Otago daily times",0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.751605995717345,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.21627408993576,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634
INNZ-69911,3.86324786324786,aftershocks_people_house_woman_september_couple_disaster,0.863247863247863,2011-10,"Waikato times",0.00854700854700855,0.00854700854700855,0.863247863247863,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855
INNZ-71234,2.98685291700904,city_council_community_reports_chief_executive_government_public,0.986852917009039,2011-11,"Press (Christchurch, N.Z.)",0.000821692686935086,0.986852917009039,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
INNZ-71245,5.38878143133462,february_south_pike_river_zealand_island_news_september,0.388781431334623,2011-11,"Press (Christchurch, N.Z.)",0.00193423597678917,0.195357833655706,0.00193423597678917,0.292069632495164,0.388781431334623,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.0986460348162476
INNZ-71260,2.47434885556433,city_council_community_reports_chief_executive_government_public,0.474348855564325,2011-11,"Press (Christchurch, N.Z.)",0.000789265982636148,0.474348855564325,0.079715864246251,0.000789265982636148,0.000789265982636148,0.119179163378058,0.000789265982636148,0.119179163378058,0.000789265982636148,0.000789265982636148,0.0402525651144436,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.158642462509866,0.000789265982636148,0.000789265982636148
INNZ-72315,2.86324786324786,city_council_community_reports_chief_executive_government_public,0.863247863247863,2011-12,"New Zealand herald",0.00854700854700855,0.863247863247863,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855
INNZ-73659,2.4025974025974,city_council_community_reports_chief_executive_government_public,0.402597402597403,2011-12,"New Zealand herald",0.155225726654298,0.402597402597403,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.000618429189857761,0.0315398886827458,0.0624613481756339,0.0315398886827458,0.000618429189857761,0.000618429189857761,0.186147186147186,0.12430426716141
INNZ-73681,2.54768392370572,city_council_community_reports_chief_executive_government_public,0.547683923705722,2011-12,"New Zealand herald",0.275204359673025,0.547683923705722,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.138964577656676
INNZ-73714,11.5476839237057,mayor_bob_parker_mp_local_february_special_anderton,0.547683923705722,2011-12,"Otago daily times",0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.275204359673025,0.138964577656676,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.547683923705722,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698
INNZ-73974,8.69926047658176,buildings_city_heritage_architect_notes_discusses_auckland,0.699260476581758,2011-12,"Press (Christchurch, N.Z.)",0.000821692686935086,0.000821692686935086,0.0419063270336894,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.247329498767461,0.699260476581758,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086
INNZ-74002,6.63585038814397,describes_experience_touches_sep_family_work_dunedin,0.635850388143966,2011-12,"Press (Christchurch, N.Z.)",0.000705716302046577,0.247706422018349,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.635850388143966,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.106563161609033,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577,0.000705716302046577
INNZ-74007,2.64826175869121,city_council_community_reports_chief_executive_government_public,0.648261758691207,2011-12,"Press (Christchurch, N.Z.)",0.000681663258350375,0.648261758691207,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.307430129516019,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.0347648261758691,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375
INNZ-74030,1.38646101113967,february_people_cathedral_aftershocks_rubble_buildings_september,0.386461011139674,2011-12,"Sunday star times",0.386461011139674,0.300771208226221,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.000856898029134533,0.300771208226221,0.000856898029134533,0.000856898029134533
INNZ-74033,6.82608695652174,describes_experience_touches_sep_family_work_dunedin,0.826086956521739,2011-12,"Press (Christchurch, N.Z.)",0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.826086956521739,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.151424287856072
INNZ-74035,2.44268077601411,city_council_community_reports_chief_executive_government_public,0.442680776014109,2011-12,"Press (Christchurch, N.Z.)",0.0017636684303351,0.442680776014109,0.08994708994709,0.0017636684303351,0.354497354497354,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.08994708994709,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351
INNZ-74047,10.678916827853,buildings_time_february_ring_moon_rubble_devastated,0.678916827852998,2011-12,"Press (Christchurch, N.Z.)",0.00193423597678917,0.292069632495164,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.678916827852998,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917
INNZ-74986,7.68392370572207,eqc_work_rebuild_commission_heading_ian_homes,0.683923705722071,2011-12,"Sunday star times",0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.683923705722071,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.275204359673025,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698
INNZ-75020,15.5859546452085,city_people_university_cbd_including_magnitude_effects,0.585954645208486,2011-12,"Press (Christchurch, N.Z.)",0.000731528895391368,0.0738844184345282,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.293343087051939,0.000731528895391368,0.0373079736649598,0.000731528895391368,0.585954645208486,0.000731528895391368,0.000731528895391368
INNZ-75226,2.69585253456221,city_council_community_reports_chief_executive_government_public,0.695852534562212,2011-12,"New Zealand herald",0.235023041474654,0.695852534562212,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558,0.00460829493087558
INNZ-75510,13.5476839237057,insurance_recent_companies_house_ami_community_company,0.547683923705722,2011-12,"Press (Christchurch, N.Z.)",0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.138964577656676,0.00272479564032698,0.00272479564032698,0.275204359673025,0.00272479564032698,0.00272479564032698,0.547683923705722,0.00272479564032698,0.00272479564032698,0.00272479564032698,0.00272479564032698
INNZ-75539,11.992259313014,mayor_bob_parker_mp_local_february_special_anderton,0.99225931301403,2012-01,"Listener (Wellington, N.Z.)",0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.99225931301403,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125
INNZ-75543,11.992259313014,mayor_bob_parker_mp_local_february_special_anderton,0.99225931301403,2012-01,"Listener (Wellington, N.Z.)",0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.99225931301403,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125,0.000483792936623125
INNZ-75726,6.56554307116105,describes_experience_touches_sep_family_work_dunedin,0.565543071161049,2011-12,"Otago daily times",0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.565543071161049,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.378277153558052,0.00374531835205993,0.00374531835205993,0.00374531835205993,0.00374531835205993
INNZ-75793,6.86324786324786,describes_experience_touches_sep_family_work_dunedin,0.863247863247863,2011-12,"Press (Christchurch, N.Z.)",0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.863247863247863,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855
INNZ-75884,13.4762253108998,insurance_recent_companies_house_ami_community_company,0.476225310899781,2011-12,"New Zealand herald",0.000731528895391368,0.110460863204097,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.220190197512802,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.476225310899781,0.000731528895391368,0.000731528895391368,0.183613752743233,0.000731528895391368
INNZ-75913,8.98945286750165,buildings_city_heritage_architect_notes_discusses_auckland,0.989452867501648,2011-12,"New Zealand herald",0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.989452867501648,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001,0.000659195781147001
INNZ-76106,15.4296205630355,city_people_university_cbd_including_magnitude_effects,0.429620563035496,2011-12,"Otago daily times",0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.184822521419829,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.429620563035496,0.368421052631579,0.00122399020807834
INNZ-76320,16.995247995248,party_year_gas_energy_oil_leader_exploration,0.995247995247995,2012-01,"Listener (Wellington, N.Z.)",0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.995247995247995,0.000297000297000297
INNZ-76321,16.995247995248,party_year_gas_energy_oil_leader_exploration,0.995247995247995,2012-01,"Listener (Wellington, N.Z.)",0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.000297000297000297,0.995247995247995,0.000297000297000297
INNZ-76768,2.34151329243354,city_council_community_reports_chief_executive_government_public,0.341513292433538,2012-01,"Otago daily times",0.000681663258350375,0.341513292433538,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.171097477845944,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.000681663258350375,0.239263803680982,0.000681663258350375,0.239263803680982,0.000681663258350375,0.000681663258350375
INNZ-76777,15.4762253108998,city_people_university_cbd_including_magnitude_effects,0.476225310899781,2012-01,"Otago daily times",0.000731528895391368,0.000731528895391368,0.000731528895391368,0.147037307973665,0.000731528895391368,0.220190197512802,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.147037307973665,0.000731528895391368,0.476225310899781,0.000731528895391368,0.000731528895391368
INNZ-76913,8.39052189562088,buildings_city_heritage_architect_notes_discusses_auckland,0.390521895620876,2012-01,"New Zealand herald",0.000599880023995201,0.150569886022795,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.150569886022795,0.000599880023995201,0.390521895620876,0.000599880023995201,0.120575884823035,0.150569886022795,0.000599880023995201,0.0305938812237553,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201
INNZ-77424,6.62900976290098,describes_experience_touches_sep_family_work_dunedin,0.629009762900976,2012-01,"Press (Christchurch, N.Z.)",0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.629009762900976,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.350069735006973,0.00139470013947001,0.00139470013947001,0.00139470013947001,0.00139470013947001
INNZ-77914,2.55327545382794,city_council_community_reports_chief_executive_government_public,0.55327545382794,2012-01,"Press (Christchurch, N.Z.)",0.000789265982636148,0.55327545382794,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.434885556432518,0.000789265982636148,0.000789265982636148
INNZ-79002,1.30538922155689,february_people_cathedral_aftershocks_rubble_buildings_september,0.305389221556886,2012-01,"New Zealand herald",0.305389221556886,0.00598802395209581,0.00598802395209581,0.305389221556886,0.00598802395209581,0.00598802395209581,0.305389221556886,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581,0.00598802395209581
INNZ-79116,13.2884141331142,insurance_recent_companies_house_ami_community_company,0.288414133114215,2012-01,"Otago daily times",0.124075595727198,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.247329498767461,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.124075595727198,0.288414133114215,0.000821692686935086,0.206244864420707,0.000821692686935086,0.000821692686935086
INNZ-79178,2.58299359347699,city_council_community_reports_chief_executive_government_public,0.582993593476995,2012-01,"Press (Christchurch, N.Z.)",0.0005824111822947,0.582993593476995,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.0879440885264997,0.0005824111822947,0.0005824111822947,0.0005824111822947,0.291788002329645,0.0297029702970297,0.0005824111822947
INNZ-79203,6.38276990185387,describes_experience_touches_sep_family_work_dunedin,0.382769901853871,2012-01,"Press (Christchurch, N.Z.)",0.00109051254089422,0.00109051254089422,0.273718647764449,0.00109051254089422,0.00109051254089422,0.382769901853871,0.110141766630316,0.219193020719738,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
INNZ-79641,4.86324786324786,red_zone_homes_people_areas_damage_central,0.863247863247863,2012-01,"New Zealand herald",0.00854700854700855,0.00854700854700855,0.00854700854700855,0.863247863247863,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855
INNZ-80278,7.98567591763653,eqc_work_rebuild_commission_heading_ian_homes,0.985675917636526,2012-02,"Press (Christchurch, N.Z.)",0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.985675917636526,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099
INNZ-80281,15.4820143884892,city_people_university_cbd_including_magnitude_effects,0.482014388489209,2012-02,"Dominion post (Wellington, N.Z.)",0.3621103117506,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.122302158273381,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.482014388489209,0.00239808153477218,0.00239808153477218
INNZ-80330,7.98567591763653,eqc_work_rebuild_commission_heading_ian_homes,0.985675917636526,2012-02,"Dominion post (Wellington, N.Z.)",0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.985675917636526,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099,0.000895255147717099
INNZ-80517,2.85801713586291,city_council_community_reports_chief_executive_government_public,0.858017135862913,2012-02,"Press (Christchurch, N.Z.)",0.00122399020807834,0.858017135862913,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.0624235006119951,0.00122399020807834,0.0624235006119951,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
INNZ-81194,2.82251437962202,city_council_community_reports_chief_executive_government_public,0.822514379622021,2012-02,"Listener (Wellington, N.Z.)",0.000821692686935086,0.822514379622021,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.165160230073952,0.000821692686935086
INNZ-81195,2.82251437962202,city_council_community_reports_chief_executive_government_public,0.822514379622021,2012-02,"Listener (Wellington, N.Z.)",0.000821692686935086,0.822514379622021,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.165160230073952,0.000821692686935086
INNZ-81253,5.96163069544365,february_south_pike_river_zealand_island_news_september,0.961630695443645,2012-02,"Dominion post (Wellington, N.Z.)",0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.961630695443645,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218
INNZ-81372,6.34513274336283,describes_experience_touches_sep_family_work_dunedin,0.345132743362832,2012-02,"Press (Christchurch, N.Z.)",0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.0993117010816126,0.345132743362832,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.1976401179941,0.148475909537856,0.000983284169124877,0.000983284169124877,0.0993117010816126,0.000983284169124877,0.000983284169124877,0.0993117010816126
INNZ-81453,10.5822050290135,buildings_time_february_ring_moon_rubble_devastated,0.58220502901354,2012-02,"Press (Christchurch, N.Z.)",0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.195357833655706,0.00193423597678917,0.195357833655706,0.00193423597678917,0.58220502901354,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917
INNZ-81462,5.96163069544365,february_south_pike_river_zealand_island_news_september,0.961630695443645,2012-02,"Press (Christchurch, N.Z.)",0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.961630695443645,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218,0.00239808153477218
INNZ-81534,8.43589743589744,buildings_city_heritage_architect_notes_discusses_auckland,0.435897435897436,2012-01,"Waikato times",0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.435897435897436,0.435897435897436,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855,0.00854700854700855
INNZ-81731,2.44922059518186,city_council_community_reports_chief_executive_government_public,0.449220595181861,2012-02,"Otago daily times",0.000472366556447804,0.449220595181861,0.000472366556447804,0.142182333490789,0.0477090222012282,0.118564005668399,0.000472366556447804,0.23665564478035,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804,0.000472366556447804
INNZ-81739,1.79179810725552,february_people_cathedral_aftershocks_rubble_buildings_september,0.79179810725552,2012-02,"Otago daily times",0.79179810725552,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.160883280757098,0.00315457413249211
INNZ-82058,1.53747323340471,february_people_cathedral_aftershocks_rubble_buildings_september,0.537473233404711,2012-02,"Otago daily times",0.537473233404711,0.21627408993576,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.21627408993576,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00214132762312634
INNZ-82063,6.73095623987034,describes_experience_touches_sep_family_work_dunedin,0.73095623987034,2012-02,"Otago daily times",0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.0826580226904376,0.73095623987034,0.0826580226904376,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.0826580226904376,0.00162074554294976
INNZ-82191,8.57785467128028,buildings_city_heritage_architect_notes_discusses_auckland,0.577854671280277,2012-02,"Sunday star times",0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.174163783160323,0.577854671280277,0.00115340253748558,0.174163783160323,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.00115340253748558,0.0588235294117647
INNZ-82708,2.95171909290417,city_council_community_reports_chief_executive_government_public,0.95171909290417,2012-02,"Press (Christchurch, N.Z.)",0.000731528895391368,0.95171909290417,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.0373079736649598,0.000731528895391368,0.000731528895391368,0.000731528895391368,0.000731528895391368
INNZ-82709,15.376311844078,city_people_university_cbd_including_magnitude_effects,0.376311844077961,2012-02,"Otago daily times",0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.0764617691154423,0.301349325337331,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.226386806596702,0.00149925037481259,0.00149925037481259,0.376311844077961,0.00149925037481259,0.00149925037481259
INNZ-82751,15.4792597319719,city_people_university_cbd_including_magnitude_effects,0.479259731971921,2012-02,"Press (Christchurch, N.Z.)",0.000638162093171666,0.351627313337588,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.0963624760689215,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.000638162093171666,0.479259731971921,0.000638162093171666,0.0644543714103382
INNZ-82778,6.73561811505508,describes_experience_touches_sep_family_work_dunedin,0.73561811505508,2012-02,"Sunday star times",0.00122399020807834,0.246022031823745,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.73561811505508,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
