term,river_pike_south_disaster_island_people_mine,city_people_version_comments_word_large_council,made_bank_representing_chch_reserve_paper_left,insurance_council_marryatt_city_pay_tony_ami,toilet_rubble_portaloo_time_damage_portaloos_problems,aftershocks_residents_move_parking_nature_crumbling_mother,buildings_rubble_damage_people_sign_cathedral_representing,red_zone_house_areas_report_city_homes,world_cup_rugby_people_decision_damage_land,people_gambling_runs_wondering_victims_mobile_power,mayor_bob_parker_jersey_body_elections_anderton,red_zone_business_owners_allowed_black_cbd,eqc_contractors_week_list_quakes_paid_hour,john_key_finance_government_prime_billion_english,brownlee_gerry_recovery_buildings_john_damaged_key,aftershocks_liquefaction_rebuild_house_heading_people_couple,ring_ken_people_moon_march_japan_weeks
district,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,0.00426718492542989,0.00941167647830815,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
father,4.45057634963728e-05,0.0103634592104875,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
figure,4.45057634963728e-05,2.95255248162036e-05,0.0137544574630667,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
foundation,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,0.00245558283980933,2.60967144236541e-05,0.00452515808085349,3.28741904730596e-05,0.0071669277137026,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
gas,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,0.00259291270527226,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,0.0071669277137026,4.22493556973256e-05,3.74967190370843e-05,0.00826536756253763,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
general,4.45057634963728e-05,2.95255248162036e-05,0.00983580861319017,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,0.00378716862274551,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
god,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,0.00727045115316096,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,0.00472174587140877,3.79233190488832e-05
goff,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00915994676270258,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
governor,4.45057634963728e-05,2.95255248162036e-05,0.0137544574630667,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
green,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,0.0105187449429111,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
hard,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,0.0116537733656496,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
heavy,0.00894565846277093,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,0.00552849088620067,3.28741904730596e-05,3.66045609282917e-05,0.00119805492259626,3.79233190488832e-05
helping,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,0.0071669277137026,0.00849212049516245,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
hope,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00524543959915447,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,0.0035471822218046,3.79233190488832e-05
hotel,4.45057634963728e-05,2.95255248162036e-05,0.00199851091343705,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,0.00902034822739669,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
inside,4.45057634963728e-05,0.00150580176562638,3.91864884987656e-05,0.00501344666157575,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,0.00826536756253763,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
interest,4.45057634963728e-05,2.95255248162036e-05,0.0137544574630667,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
latest,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,0.00332029323777902,3.66045609282917e-05,0.00589630952101294,3.79233190488832e-05
leader,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00785511104151987,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,0.00167658371412604,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
links,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,0.004964002761432,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,0.0110022442388746,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
ll,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,0.00378716862274551,5.47375335267393e-05,0.00332029323777902,3.66045609282917e-05,0.00119805492259626,0.0038302552239372
makes,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00655027532033717,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,0.0019123326708913,5.47375335267393e-05,0.00167658371412604,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
massive,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,0.00501344666157575,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,0.00762258712882551
minute,4.45057634963728e-05,0.00150580176562638,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00394060387797176,2.9967934310288e-05,3.28741904730596e-05,0.0071669277137026,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
minutes,4.45057634963728e-05,0.0103634592104875,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
mother,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,0.0169001877798642,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
mp,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00655027532033717,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,0.00426718492542989,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
named,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,0.0120853194665126,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,0.00426718492542989,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
needed,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,0.00826536756253763,3.28741904730596e-05,3.66045609282917e-05,0.00472174587140877,3.79233190488832e-05
north,0.0111709466375896,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,0.00237261857220043,3.79233190488832e-05
phil,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00915994676270258,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
pre,4.45057634963728e-05,0.00888718296967729,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,0.0027916142098637,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
prince,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,0.0192128742678855,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
rain,0.00672037028795229,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,0.0019123326708913,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,0.0035471822218046,3.79233190488832e-05
relief,4.45057634963728e-05,2.95255248162036e-05,0.00787648418825189,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,0.004964002761432,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
residential,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,0.0105187449429111,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
rock,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,0.00824543682022129,3.79233190488832e-05
shaking,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,0.00824543682022129,3.79233190488832e-05
shape,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,0.00245558283980933,0.00524543959915447,2.9967934310288e-05,0.00167658371412604,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,0.00186683260734287,2.34912729920834e-05,3.79233190488832e-05
ship,0.00894565846277093,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,0.0035471822218046,3.79233190488832e-05
significant,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00394060387797176,2.9967934310288e-05,0.00660771228508498,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
staff,0.00449508211313365,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,0.00941167647830815,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
taking,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,0.00452515808085349,3.28741904730596e-05,0.0071669277137026,0.00215471714056361,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
tear,4.45057634963728e-05,0.0103634592104875,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
tomorrow,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,0.00501344666157575,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,0.00735751674658662,2.34912729920834e-05,3.79233190488832e-05
ve,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,0.00169328330953883,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,0.00902034822739669,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
walking,4.45057634963728e-05,0.00150580176562638,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,0.00707087317061712,3.79233190488832e-05
weight,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,0.00335336498555729,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,0.00826536756253763,0.00332029323777902,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
white,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00915994676270258,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
adidas,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,0.012717056064895,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
advice,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,0.00169328330953883,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,0.00302676136533909,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,0.00572642117638136
aftermath,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,0.00332029323777902,4.7463097441739e-05,0.00426718492542989,3.74967190370843e-05,5.47375335267393e-05,0.00332029323777902,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
amount,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00263576815678906,2.9967934310288e-05,0.00660771228508498,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
assistance,0.0133962348124082,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
bad,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,0.00302676136533909,0.00660771228508498,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
base,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,0.004964002761432,4.7463097441739e-05,4.22493556973256e-05,0.00566200457459972,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
beer,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,0.00849212049516245,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,0.0038302552239372
betting,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,0.0142863923299635,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
builder,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,0.0164759975915485,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
camping,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,0.00826536756253763,3.28741904730596e-05,3.66045609282917e-05,0.0035471822218046,3.79233190488832e-05
capsule,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,0.0153032691036657,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
cartoons,4.45057634963728e-05,0.00888718296967729,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
case,4.45057634963728e-05,2.95255248162036e-05,0.00199851091343705,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,0.00167658371412604,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,0.00472174587140877,3.79233190488832e-05
causing,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,0.00133093243560636,2.9967934310288e-05,0.00332029323777902,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,0.0035471822218046,3.79233190488832e-05
ceo,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,0.00999369168963113,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
chats,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,0.00849212049516245,0.00378716862274551,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
chim,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,0.00999369168963113,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
chimneys,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,0.00999369168963113,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
compares,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,0.00152836464982469,3.28741904730596e-05,0.0119132374578765,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
containers,0.0133962348124082,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
costs,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,0.00989513133239094,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
councils,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,0.00999369168963113,5.08414255935736e-05,4.81486831335163e-05,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,4.22493556973256e-05,3.74967190370843e-05,5.47375335267393e-05,3.28741904730596e-05,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
cracks,4.45057634963728e-05,2.95255248162036e-05,3.91864884987656e-05,3.32016335203692e-05,5.08414255935736e-05,0.00967788530983677,2.60967144236541e-05,2.9967934310288e-05,3.28741904730596e-05,4.7463097441739e-05,0.00215471714056361,3.74967190370843e-05,5.47375335267393e-05,0.00167658371412604,3.66045609282917e-05,2.34912729920834e-05,3.79233190488832e-05
