term,gerry_brownlee_time_high_paper_bank_buildings,insurance_chief_executive_companies_commission_recent_ami,red_zone_people_house_land_areas_report,people_buildings_labelled_representing_heading_broken_rubble,buildings_city_heritage_notes_speaks_cbd_sep,city_community_people_central_plan_district_cbd,river_pike_south_disaster_island_zealand_year,community_lyttelton_local_damage_describes_aftermath_process,version_words_cathedral_word_portaloo_damage_zealand,house_rebuild_eqc_city_insurance_woman_land,council_city_newspaper_marryatt_tony_people_woman,world_rugby_cup_frame_school_children_students,magnitude_city_caused_damage_big_aftershocks_year,people_aftershocks_ring_ken_called_moon_continuing,brownlee_john_key_government_gerry_prime_finance,party_jersey_team_centre_zealand_asks_news,mayor_bob_parker_cera_people_local_response
hospitality,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
housed,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00402473479396556,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
household,2.41440919407021e-05,0.000745963023636789,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00174384474602024,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
human,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00241811913426547,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00105660064639098,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
hunt,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00099866844207723,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00209248363304881,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
impacted,0.00364575788304602,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
implications,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
inability,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00309312138965136,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
incumbent,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00297724673685871
incurred,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00238102746854205,3.03785163132633e-05,1.97168658070113e-05
influence,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.00354310385283214,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
infrastructures,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00174384474602024,0.00105660064639098,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
infringement,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00312836661970664,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
inspect,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00402473479396556,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
instrumental,0.00364575788304602,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
insurer,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
intention,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00309312138965136,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
internet,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00122543130376279,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.00306823014763959,1.97168658070113e-05
interviewed,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00295684185791494,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
invercargill,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00361520781459491,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
investment,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00105660064639098,2.04842476135852e-05,0.00159260777697184,3.03785163132633e-05,1.97168658070113e-05
investors,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
invited,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00402473479396556,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
jagged,0.00364575788304602,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
january,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00346584649283878,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
jarg,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00312836661970664,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
jerseys,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.00458715596330275,1.97168658070113e-05
joe,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00297724673685871
jones,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00297724673685871
karen,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.000785576504262336,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.000880555267792396,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
katene,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00362823778172906,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
keen,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00402473479396556,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
keepers,2.41440919407021e-05,1.46267259536625e-05,0.00234588615461099,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
kelvin,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00312836661970664,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
kidding,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00402473479396556,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
kids,2.41440919407021e-05,1.46267259536625e-05,0.00156910265970669,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.000880555267792396,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
kitchen,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.00354310385283214,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
kobe,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.000785576504262336,0.00119667746022807,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
label,2.41440919407021e-05,1.46267259536625e-05,0.00234588615461099,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
ladder,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00326359470908619,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
lake,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00326359470908619,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
lamp,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00312836661970664,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
largely,0.00243855328601091,1.46267259536625e-05,0.000792319164802386,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
larger,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00110227370969136,2.6653872807719e-05,2.29526257803893e-05,0.00174384474602024,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
largest,2.41440919407021e-05,0.00147729932131992,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.00119667746022807,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
lastly,2.41440919407021e-05,1.46267259536625e-05,0.000792319164802386,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00218293420938878,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
lawn,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00135934751319367,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.0020689090089721,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
leaking,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00099866844207723,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00231821520381932,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
leaving,2.41440919407021e-05,1.46267259536625e-05,0.00234588615461099,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
legal,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
legs,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.000880555267792396,2.07176597331565e-05,0.00104469662829284,0.000804188085401621,3.03785163132633e-05,1.97168658070113e-05
levy,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00238102746854205,3.03785163132633e-05,1.97168658070113e-05
lifting,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.00119667746022807,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.0020689090089721,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
