term,gerry_brownlee_time_high_paper_bank_buildings,insurance_chief_executive_companies_commission_recent_ami,red_zone_people_house_land_areas_report,people_buildings_labelled_representing_heading_broken_rubble,buildings_city_heritage_notes_speaks_cbd_sep,city_community_people_central_plan_district_cbd,river_pike_south_disaster_island_zealand_year,community_lyttelton_local_damage_describes_aftermath_process,version_words_cathedral_word_portaloo_damage_zealand,house_rebuild_eqc_city_insurance_woman_land,council_city_newspaper_marryatt_tony_people_woman,world_rugby_cup_frame_school_children_students,magnitude_city_caused_damage_big_aftershocks_year,people_aftershocks_ring_ken_called_moon_continuing,brownlee_john_key_government_gerry_prime_finance,party_jersey_team_centre_zealand_asks_news,mayor_bob_parker_cera_people_local_response
gender,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00433371318070375,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
geological,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00520013259302229,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
geotechnical,2.41440919407021e-05,1.46267259536625e-05,0.00389945314441959,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
giant,0.00485296248008112,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00110227370969136,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
giving,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00117058391479985,0.00347042370247591,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
gns,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00520013259302229,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
godley,0.00606016707711623,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
gold,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00241811913426547,0.00242683454274593,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00104469662829284,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
grand,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00122103045393603,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00316944716011227,3.03785163132633e-05,1.97168658070113e-05
growth,2.41440919407021e-05,0.00147729932131992,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00260713422424808,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
headed,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00159260777697184,3.03785163132633e-05,1.97168658070113e-05
hide,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00535742843435151,2.29526257803893e-05,1.72657895645568e-05,0.00105660064639098,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
hill,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.000785576504262336,0.0023698906565301,0.00122103045393603,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
idea,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00600938517525378,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
improve,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00520013259302229,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
include,2.41440919407021e-05,1.46267259536625e-05,0.00156910265970669,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00362823778172906,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
increasingly,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.000785576504262336,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00309312138965136,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
individuals,2.41440919407021e-05,0.00147729932131992,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00242683454274593,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.00154930433197643,1.97168658070113e-05
involved,2.41440919407021e-05,0.00147729932131992,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00110227370969136,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00199140344650814
items,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00520013259302229,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
jobs,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00231821520381932,0.00174384474602024,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00100556015615758
johnson,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00231821520381932,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.00458715596330275,1.97168658070113e-05
joined,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00361520781459491,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00159260777697184,3.03785163132633e-05,1.97168658070113e-05
jun,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00122543130376279,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00347042370247591,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
kaiapoi,2.41440919407021e-05,1.46267259536625e-05,0.00389945314441959,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
kent,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.0023698906565301,2.39417736065888e-05,0.00362823778172906,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
king,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00362823778172906,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00174384474602024,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
lama,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00520013259302229,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
learn,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00195227428286977,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
letter,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00122103045393603,2.40280647796626e-05,0.00218293420938878,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00199140344650814
lies,0.00123134868897581,1.46267259536625e-05,1.5535669898086e-05,0.00295684185791494,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00117058391479985,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
limbo,2.41440919407021e-05,1.46267259536625e-05,0.00156910265970669,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00238102746854205,3.03785163132633e-05,1.97168658070113e-05
line,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00434425520878361,2.6653872807719e-05,0.00117058391479985,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
locate,0.00485296248008112,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.00154930433197643,1.97168658070113e-05
love,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00260713422424808,2.07176597331565e-05,0.0020689090089721,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
lying,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00209248363304881,2.04842476135852e-05,0.00238102746854205,3.03785163132633e-05,1.97168658070113e-05
managing,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00482964102071219,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00105660064639098,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
market,2.41440919407021e-05,0.0036713082143693,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
mary,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00347042370247591,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00100556015615758
mate,2.41440919407021e-05,1.46267259536625e-05,0.00234588615461099,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.00159260777697184,3.03785163132633e-05,1.97168658070113e-05
middle,2.41440919407021e-05,1.46267259536625e-05,0.000792319164802386,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00535742843435151,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
mike,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00494893331755984
missing,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00231821520381932,0.00260713422424808,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
monday,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00520013259302229,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
music,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.000785576504262336,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00309312138965136,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
newcastle,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00195227428286977,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
numerous,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00542491570848102,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
observes,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,0.000396677244726526,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00104469662829284,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
offered,2.41440919407021e-05,1.46267259536625e-05,0.00312266964951529,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.00154930433197643,1.97168658070113e-05
opportunities,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00156337502333396,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00100556015615758
opportunity,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00195227428286977,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
original,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00174384474602024,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.00458715596330275,1.97168658070113e-05
overviews,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00156337502333396,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.000804188085401621,3.03785163132633e-05,1.97168658070113e-05
passerby,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00669012207473746,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
performance,2.41440919407021e-05,0.00147729932131992,1.5535669898086e-05,1.95817341583771e-05,0.000396677244726526,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00231821520381932,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
perspective,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00218293420938878,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00209248363304881,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00100556015615758
pets,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00122103045393603,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00416424960636446,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
pgc,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00195227428286977,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
photographer,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00104469662829284,1.57683938314043e-05,3.03785163132633e-05,0.00396309002720927
photographs,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00117447576379815,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00110227370969136,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00100556015615758
planner,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00195227428286977,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
plastic,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00433371318070375,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
played,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00433371318070375,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
playing,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00241811913426547,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00117058391479985,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.00306823014763959,1.97168658070113e-05
politics,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.00306823014763959,0.00297724673685871
popular,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00260713422424808,2.07176597331565e-05,2.04842476135852e-05,0.00159260777697184,3.03785163132633e-05,1.97168658070113e-05
present,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00416424960636446,0.00104469662829284,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
press,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00295684185791494,7.7779851907162e-06,0.0023698906565301,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
production,2.41440919407021e-05,0.0036713082143693,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
profile,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00104469662829284,1.57683938314043e-05,3.03785163132633e-05,0.00396309002720927
protection,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,0.000396677244726526,2.34642639260406e-05,0.00122103045393603,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
provide,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00231821520381932,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
psychologist,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00195227428286977,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
