term,ναῦς_πρός_πλέω_ὡς_ναυμαχία_ἀθηναῖοι_πολύς,ἄλλος_πολύς_πόλις_νῦν_οἰκέω_ἔχω_πρότερος,ὡς_πολύς_πρότερος_χωρέω_σφεῖς_τις_πρός,ὁπλίτης_ἄλλος_ναῦς_ἀθηναίων_δ_σύμμαχος_τριακόσιοι,τις_ὅς_πολύς_ἔχω_πρός_ἄλλος_γίγνομαι,ὡς_τις_ἄλλος_λέγω_ὅστις_σφεῖς_δῆμος,ὡς_πόλις_σφεῖς_τις_ἀθηναίων_βούλομαι_δ,ἐπ_ἀθηναῖοι_ἀναχωρέω_ἵστημι_οἶκος_ναῦς_τροπαῖος,πολύς_ἄλλος_ναῦς_πᾶς_μέγας_τις_γίγνομαι,ἱερός_τις_ὅς_χράω_γίγνομαι_ὡς_πόλις,σύμμαχος_σπονδή_ποιέω_πρός_σφεῖς_γίγνομαι_πόλεμος,τεῖχος_ὅς_πρός_τις_ἔχω_θάλασσα_πόλις,γίγνομαι_βασιλεύς_πόλεμος_τελευτάω_ἔτος_πρότερος_χειμών,ναῦς_ὡς_ὅς_πλέω_ἄλλος_χάω_ἀφικνέομαι
πόλις,3.81638603508022e-06,0.0162995177096541,0.00780501426310919,6.74864014900997e-06,0.00768952640995431,0.0109616216793395,0.023210684677187,0.00673579981039104,0.00783446038196508,0.0154283364420097,0.00412259409718041,0.0162209430269056,5.51638919229029e-06,4.1096791162546e-06
πρότερος,0.00668249194742547,0.0130407991562881,0.0136909422412519,0.00439336473700549,0.00426087661224464,0.00927565064432193,0.00500544156717134,0.00410234202179333,0.013054756894807,0.006249173875369,0.0125198841490852,0.000295347409629484,0.0154514061276051,0.00390830483955813
σφεῖς,0.00305692521409926,0.00741210347320148,0.0130065320112353,6.74864014900997e-06,0.00187121160171973,0.0143335637493748,0.0198097051950962,5.85212841910603e-06,0.00723211847663717,0.00588200737270337,0.0177483855021579,0.00261179768123328,5.51638919229029e-06,0.00288088506049448
ἀθηναίων,0.00820904636145756,0.0103745748853524,0.00958448086115233,0.0270013092361889,1.03898478718475e-06,0.0094161482305734,0.0144081495470696,0.00702840623134634,4.0156127021861e-06,0.00221034234604709,0.00871733771048679,5.79112567900949e-06,0.0110382947737729,0.00883991977906365
ποιέω,0.00420184102462332,0.0047458792022657,2.73764092006636e-06,0.0030436367072035,0.0046245212877593,0.0098376409893278,0.00980682436541724,0.00556537412656983,0.00964148609794883,0.0088193393940284,0.0194912192865155,0.00666558565653992,0.00303953044495195,0.00637411230931089
ὅστις,3.81638603508022e-06,0.00533837348469587,0.00315102469899638,6.74864014900997e-06,0.0097674959843238,0.0163005299568953,0.00500544156717134,5.85212841910603e-06,0.00422040894999759,0.00661634037803463,0.0125198841490852,5.79112567900949e-06,5.51638919229029e-06,0.00657959626512362
σύμμαχος,0.00191200940357519,0.00889333917927692,0.00766813221710588,0.0185655090499264,0.00405307965480769,2.80995172502936e-06,0.00240469255145482,5.85212841910603e-06,0.00361806704466968,7.34333005331258e-06,0.0312157374721939,5.79112567900949e-06,0.0118657531526164,0.00390830483955813
πᾶς,3.81638603508022e-06,0.00681960919077131,0.00903695267713906,0.0131665969307185,0.00691028781956575,0.00576321098803523,0.00300486540123556,0.00556537412656983,0.0164680276916652,0.0139596704313472,0.00301351805258922,0.00319091024913423,5.51638919229029e-06,0.0057576604418727
ἀθηναῖοι,0.0129795289053078,0.00918958632049201,0.00931071676914569,0.013504028938169,0.000416632899661083,0.00562271340178376,0.00980682436541724,0.0225365465419773,4.0156127021861e-06,7.34333005331258e-06,0.0068160644911876,0.00782381079234182,0.0113141142333874,0.00185346528143083
πόλεμος,3.81638603508022e-06,0.00770835061441657,2.73764092006636e-06,0.002031340684852,0.00592325227174024,0.00154828340049118,0.0026047501680484,5.85212841910603e-06,0.0086375829224023,0.00147600934071583,0.0150549151081508,5.79112567900949e-06,0.0182096007237503,0.0016479813256181
βούλομαι,0.00305692521409926,5.92494282430175e-06,0.00356167083700634,6.74864014900997e-06,0.0036374857399338,0.0112426168518425,0.0126076309977273,5.85212841910603e-06,4.0156127021861e-06,0.00955367239935966,0.00808357997072039,5.79112567900949e-06,0.0038669888237955,0.00801798395581273
μέγας,0.00515593753339338,5.92494282430175e-06,0.00219285037697315,6.74864014900997e-06,0.00815706956418744,0.000424302710479434,4.00115233187158e-06,5.85212841910603e-06,0.0152633438810094,0.013225337426016,0.00206288144293962,0.0101402610639456,0.00469444720263904,4.1096791162546e-06
μᾶλλον,3.81638603508022e-06,0.00296839635497517,0.00369855288300965,6.74864014900997e-06,0.01002724218112,0.0063252013330411,4.00115233187158e-06,5.85212841910603e-06,0.0088383635575116,7.34333005331258e-06,0.00380571522729721,5.79112567900949e-06,5.51638919229029e-06,0.00411378879537086
ἅμα,0.00649167264567146,5.92494282430175e-06,0.0062993117570727,6.74864014900997e-06,0.00311799334634142,0.00393674236676614,0.00360503825101629,0.00351712917988272,0.00823602165218369,7.34333005331258e-06,0.00443947296706361,0.00666558565653992,0.00662518341994064,0.00883991977906365
πλέω,0.0143152640175859,0.00207965493132991,0.000960911962943293,0.00405593272955499,0.00368943497929303,0.00253176650425146,0.000204058768925451,0.00585798054752514,0.0102438280032767,7.34333005331258e-06,0.00032004765858203,5.79112567900949e-06,0.00221207206610841,0.0147989544976328
ὅσος,0.00477429892988536,0.00267214921376009,0.0032879067449997,6.74864014900997e-06,0.00457257204840007,0.00463923029802348,0.00320492301782913,5.85212841910603e-06,0.0116492924490419,0.013225337426016,0.00364727579235561,0.00608647308863897,5.51638919229029e-06,0.00185346528143083
δοκέω,3.81638603508022e-06,5.92494282430175e-06,0.00342478879100302,0.000344180647599509,0.00654664314405109,0.00829216754056165,0.00520549918376492,5.85212841910603e-06,0.008436802287293,0.0011088428380502,0.00348883635741401,5.79112567900949e-06,5.51638919229029e-06,0.00185346528143083
ἐκεῖνος,3.81638603508022e-06,0.000598419225254476,0.00315102469899638,6.74864014900997e-06,0.00561155683558481,0.00843266512681312,0.0026047501680484,0.00205409707510622,0.0088383635575116,0.0011088428380502,0.00539010957671321,0.0023222413972828,0.00110879422765035,4.1096791162546e-06
οὐδείς,0.00343856381760728,5.92494282430175e-06,0.00205596833096984,6.74864014900997e-06,0.0054557091175071,0.00969714340307633,0.0064058448833264,0.000298458549374407,0.00341728640956037,0.0088193393940284,0.00206288144293962,5.79112567900949e-06,5.51638919229029e-06,0.00226443319305629
μάλιστα,0.00362938311936129,0.0071158563319864,0.00191908628496652,0.010804572878565,0.00509206444199244,0.00773017719555578,4.00115233187158e-06,5.85212841910603e-06,0.00361806704466968,0.0036790083567096,3.16878869883198e-06,0.00811336707629229,5.51638919229029e-06,4.1096791162546e-06
ἀνήρ,0.00458347962813135,5.92494282430175e-06,2.73764092006636e-06,0.00574309276680749,0.00316994258570066,0.00618470374678963,0.00900659389904292,5.85212841910603e-06,4.0156127021861e-06,0.00955367239935966,0.005865427881538,0.0057969168046885,5.51638919229029e-06,0.00411378879537086
πάρειμι,0.000767093593051124,5.92494282430175e-06,0.0032879067449997,6.74864014900997e-06,0.00446867356968159,0.00590370857428669,0.00280480778464198,0.00322452275892742,0.00341728640956037,0.00918650589669403,0.00301351805258922,5.79112567900949e-06,5.51638919229029e-06,0.00925088769068911
νομίζω,0.00133955149831316,5.92494282430175e-06,0.00356167083700634,6.74864014900997e-06,0.00675444010148804,0.00281276167675439,0.00580567203354566,5.85212841910603e-06,0.00161026069357663,7.34333005331258e-06,0.00966797432013638,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἐπεί,0.00630085334391745,5.92494282430175e-06,0.00657307584907933,6.74864014900997e-06,0.00228680551659363,0.0067466940917955,0.00560561441695208,0.00673579981039104,0.00161026069357663,0.00257750884871271,0.00412259409718041,5.79112567900949e-06,0.00414280828341001,4.1096791162546e-06
ἄρχω,0.00343856381760728,5.92494282430175e-06,2.73764092006636e-06,0.010129708863664,0.00420892737288541,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,0.00514767436737212,0.00459791240200521,0.00637602937258944,0.0124173920718455,0.00822346791162546
ἔρχομαι,3.81638603508022e-06,0.000894666366469564,0.00164532219295988,0.0016939086774015,0.00254655171338981,0.00534171822928082,0.00460532633398419,0.00966186401994405,0.00703133784152786,7.34333005331258e-06,0.00491479127188841,0.000874459977530432,0.00221207206610841,0.00719604813256181
νῦν,3.81638603508022e-06,0.0136332934387183,2.73764092006636e-06,6.74864014900997e-06,0.00940385130880914,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00502353149043481,0.00441334136204086,3.16878869883198e-06,0.00290135396518375,5.51638919229029e-06,4.1096791162546e-06
καθίστημι,3.81638603508022e-06,0.00296839635497517,0.00465672720503288,6.74864014900997e-06,0.00509206444199244,0.00421773753926907,0.00380509586760987,0.00468755486370393,4.0156127021861e-06,7.34333005331258e-06,0.00158756313811482,0.0034804665330847,0.00993501693531482,4.1096791162546e-06
ἀθηναίους,0.00458347962813135,0.00385713777862044,0.00232973242297647,6.74864014900997e-06,0.0023907039953121,0.00182927857299412,0.010406997215198,5.85212841910603e-06,0.00301572513934176,7.34333005331258e-06,0.01299520245391,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
εὐθύς,0.00401102172286931,5.92494282430175e-06,0.00588866561906274,0.001356476669951,0.000936125293253456,0.00393674236676614,0.00740613296629429,0.00849143833612285,4.0156127021861e-06,7.34333005331258e-06,0.00317195748753082,5.79112567900949e-06,0.0104866558545439,0.00493572461862178
λέγω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00368943497929303,0.0168625203019012,0.00600572965013924,5.85212841910603e-06,0.00401962831488829,0.0036790083567096,0.00142912370317322,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
ἀλλ,0.00267528661059123,5.92494282430175e-06,0.00260349651498311,0.000681612655050007,0.00737783097379888,0.00253176650425146,0.00320492301782913,0.00293191633797212,4.0156127021861e-06,0.00221034234604709,0.00364727579235561,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
πολέμιος,0.00229364800708321,5.92494282430175e-06,0.00451984515902956,6.74864014900997e-06,0.00472841976647778,0.00337475202176027,0.00220463493486124,5.85212841910603e-06,0.00502353149043481,7.34333005331258e-06,0.0060238673164796,0.00290135396518375,5.51638919229029e-06,4.1096791162546e-06
ὕστερος,3.81638603508022e-06,0.00741210347320148,0.00301414265299306,6.74864014900997e-06,1.03898478718475e-06,0.00225077133174852,0.00580567203354566,0.0128805346504524,0.00281494450423246,0.00661634037803463,0.00237976031282282,5.79112567900949e-06,0.0107624753141584,0.0037028208837454
λόγος,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00613104922917719,0.00520122064302935,0.00660590249991998,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.006657625056246,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
χωρέω,0.000957912894805135,0.00296839635497517,0.0132802961032419,6.74864014900997e-06,0.000988074532612694,2.80995172502936e-06,0.00840642104926219,0.00468755486370393,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.00405957910098565,0.00717682233916967,4.1096791162546e-06
ἕκαστος,0.00248446730883722,0.00296839635497517,2.73764092006636e-06,0.00540566075935699,0.00342968878249685,0.00421773753926907,0.000804231618706187,0.00351712917988272,0.00823602165218369,0.00955367239935966,0.00142912370317322,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
παρασκευάζω,0.00515593753339338,5.92494282430175e-06,0.00150844014695656,0.00945484484876297,0.00135171920812735,0.00309375684925733,0.00200457731826766,0.00380973560083802,0.00763367974685578,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00303953044495195,0.00740153208837454
ἐπ,0.00362938311936129,5.92494282430175e-06,0.00315102469899638,6.74864014900997e-06,0.002806297910186,0.00239126891799999,0.000204058768925451,0.0231217593838879,4.0156127021861e-06,7.34333005331258e-06,0.00127068426823163,0.00203268511333233,5.51638919229029e-06,0.00205894923724356
ὀλίγος,0.00687331124917948,5.92494282430175e-06,0.00616242971106938,0.00675538878915898,0.0019751100804382,0.00182927857299412,0.00380509586760987,5.85212841910603e-06,0.00482275085532551,7.34333005331258e-06,3.16878869883198e-06,0.00377002281703518,0.00166043314687938,0.000826045502367175
πείθω,3.81638603508022e-06,0.00415338491983552,2.73764092006636e-06,0.0030436367072035,0.00249460247403058,0.00829216754056165,0.00440526871739061,0.000298458549374407,4.0156127021861e-06,7.34333005331258e-06,0.00459791240200521,5.79112567900949e-06,5.51638919229029e-06,0.00699056417674908
λακεδαιμόνιοι,3.81638603508022e-06,0.000894666366469564,0.00150844014695656,6.74864014900997e-06,0.0015595161655643,2.80995172502936e-06,0.00420521110079703,0.00263930991701682,4.0156127021861e-06,0.00074167633538457,0.0147380362382676,5.79112567900949e-06,0.00800428071801322,0.00246991714886902
τεῖχος,3.81638603508022e-06,5.92494282430175e-06,0.00424608106702293,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,0.010406997215198,0.00146888423319561,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.0344629889157854,5.51638919229029e-06,4.1096791162546e-06
λαμβάνω,0.00496511823163937,5.92494282430175e-06,0.00260349651498311,0.00574309276680749,0.00207900855915668,0.00239126891799999,0.0054055568003585,0.00673579981039104,4.0156127021861e-06,7.34333005331258e-06,0.000795365963406828,5.79112567900949e-06,5.51638919229029e-06,0.00657959626512362
πηρός,0.00305692521409926,5.92494282430175e-06,0.00219285037697315,6.74864014900997e-06,0.00332579030377837,0.00407723995301761,0.00560561441695208,5.85212841910603e-06,0.00181104132868593,7.34333005331258e-06,0.00253819974776442,0.00290135396518375,5.51638919229029e-06,0.0037028208837454
πέμπω,3.81638603508022e-06,0.00681960919077131,2.73764092006636e-06,0.0023687726923025,1.03898478718475e-06,0.00758967960930431,0.00680596011651356,5.85212841910603e-06,0.000606357518030101,7.34333005331258e-06,0.00412259409718041,5.79112567900949e-06,0.00331534990456647,0.00925088769068911
ἀθηναίοις,0.0038202024211153,0.00326464349619026,0.00287726060698974,6.74864014900997e-06,0.000624429857098032,0.00421773753926907,0.00280480778464198,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00840045884060359,5.79112567900949e-06,0.00469444720263904,0.00514120857443451
ἀφικνέομαι,0.0021028287053292,0.0047458792022657,2.73764092006636e-06,0.00540566075935699,0.000728328335816507,0.00140778581423971,0.00460532633398419,0.00673579981039104,4.0156127021861e-06,7.34333005331258e-06,0.00047848709352363,5.79112567900949e-06,0.00828010017762773,0.0098673395581273
δέω,0.00248446730883722,0.000894666366469564,2.73764092006636e-06,0.00641795678170849,0.00452062280904083,0.00070529788298237,0.0016044620850805,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00491479127188841,0.00261179768123328,0.000281335848806805,0.0037028208837454
πράσσω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00358553650057456,0.00646569891929257,0.00800630581607503,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00348883635741401,5.79112567900949e-06,5.51638919229029e-06,0.00288088506049448
μέλλω,3.81638603508022e-06,5.92494282430175e-06,0.00164532219295988,6.74864014900997e-06,0.00306604410698219,0.00660619650554403,0.00120434685189335,5.85212841910603e-06,0.0044211895851069,7.34333005331258e-06,3.16878869883198e-06,0.00405957910098565,0.000832974768035834,0.00534669253024724
χρόνος,0.00286610591234525,0.00681960919077131,2.73764092006636e-06,0.001356476669951,0.00135171920812735,0.000986293055485307,0.00480538395057777,0.00351712917988272,0.00482275085532551,7.34333005331258e-06,0.00174600257305642,0.000874459977530432,0.00993501693531482,4.1096791162546e-06
θάλασσα,0.00630085334391745,0.00385713777862044,0.00191908628496652,6.74864014900997e-06,1.03898478718475e-06,0.000283805124227966,0.00240469255145482,5.85212841910603e-06,0.00783446038196508,7.34333005331258e-06,0.000636926528465229,0.0191165058664103,5.51638919229029e-06,4.1096791162546e-06
ὁπλίτης,0.000194635687789091,5.92494282430175e-06,0.00616242971106938,0.0361119734373524,1.03898478718475e-06,2.80995172502936e-06,0.0026047501680484,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,5.51638919229029e-06,0.00288088506049448
λακεδαιμονίων,3.81638603508022e-06,0.00415338491983552,2.73764092006636e-06,0.0030436367072035,0.000312734420942609,0.00211027374549705,0.00220463493486124,5.85212841910603e-06,0.000807138153139406,7.34333005331258e-06,0.0126783235840268,5.79112567900949e-06,0.00965919747570031,0.00103152945817991
ὁράω,0.00305692521409926,5.92494282430175e-06,0.00561490152705611,6.74864014900997e-06,0.00254655171338981,0.00421773753926907,0.00320492301782913,5.85212841910603e-06,0.00241338323401385,7.34333005331258e-06,0.000636926528465229,0.00319091024913423,5.51638919229029e-06,4.1096791162546e-06
γνώμη,3.81638603508022e-06,5.92494282430175e-06,0.000824029916939974,6.74864014900997e-06,0.00576740455366253,0.00477972788427495,0.00280480778464198,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00276371098533744,4.1096791162546e-06
ἡμέρα,0.00534675683514739,5.92494282430175e-06,0.00369855288300965,0.00405593272955499,0.00104002377197193,0.00196977615924558,0.00240469255145482,0.00790622549421225,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,0.00261179768123328,0.00414280828341001,0.00226443319305629
κρατέω,0.00114873219655915,0.000598419225254476,0.00342478879100302,6.74864014900997e-06,0.00187121160171973,2.80995172502936e-06,0.0016044620850805,0.01053968328281,0.00662977657130925,7.34333005331258e-06,3.16878869883198e-06,0.0046386916688866,0.00193625260649389,0.00123701341399264
ὅπως,0.00477429892988536,5.92494282430175e-06,0.00205596833096984,6.74864014900997e-06,0.00176731312300125,0.00168878098674265,0.00320492301782913,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00317195748753082,0.00550736052073802,5.51638919229029e-06,0.00637411230931089
ὥσπερ,0.000767093593051124,0.00207965493132991,0.00137155810095325,6.74864014900997e-06,0.00270239943146752,2.80995172502936e-06,0.00360503825101629,5.85212841910603e-06,0.00281494450423246,7.34333005331258e-06,0.00190444200799802,0.00261179768123328,0.00469444720263904,0.00555217648605997
τοιοῦτος,3.81638603508022e-06,5.92494282430175e-06,0.00315102469899638,6.74864014900997e-06,0.00311799334634142,0.00730868443680138,0.00320492301782913,5.85212841910603e-06,4.0156127021861e-06,0.00441334136204086,3.16878869883198e-06,5.79112567900949e-06,0.000281335848806805,4.1096791162546e-06
βασιλεύς,3.81638603508022e-06,0.000598419225254476,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,0.00351524960801173,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,0.00404617485937523,0.0071329433610708,5.79112567900949e-06,0.0220710731583535,4.1096791162546e-06
μάχη,3.81638603508022e-06,5.92494282430175e-06,0.00780501426310919,6.74864014900997e-06,0.00114392225069041,2.80995172502936e-06,0.00340498063442271,0.0143435667552289,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00441862774302453,4.1096791162546e-06
τότε,0.00229364800708321,0.00415338491983552,0.00123467605494993,0.00675538878915898,0.00207900855915668,0.00492022547052642,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.00634936396032613,0.0016479813256181
ἀφεστήξω,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.00187121160171973,2.80995172502936e-06,0.00660590249991998,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00348883635741401,5.79112567900949e-06,0.00690100287955516,0.00842895186743819
αἱρέω,3.81638603508022e-06,5.92494282430175e-06,0.00274037856098643,0.00439336473700549,1.03898478718475e-06,0.00253176650425146,0.00580567203354566,0.0102470768618547,4.0156127021861e-06,7.34333005331258e-06,0.00047848709352363,0.00637602937258944,0.00414280828341001,4.1096791162546e-06
ἀλλήλων,0.00591921474040942,5.92494282430175e-06,0.00260349651498311,6.74864014900997e-06,0.00166341464428278,0.000564800296730902,4.00115233187158e-06,5.85212841910603e-06,0.00482275085532551,7.34333005331258e-06,0.0055485490116548,0.00290135396518375,5.51638919229029e-06,4.1096791162546e-06
σπονδή,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,1.03898478718475e-06,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,4.0156127021861e-06,0.00147600934071583,0.0223431291154643,5.79112567900949e-06,0.00276371098533744,4.1096791162546e-06
χράω,0.00133955149831316,5.92494282430175e-06,0.00191908628496652,6.74864014900997e-06,0.00249460247403058,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00422040894999759,0.016162669447341,3.16878869883198e-06,0.00608647308863897,5.51638919229029e-06,4.1096791162546e-06
στρατηγός,0.00191200940357519,5.92494282430175e-06,0.00315102469899638,0.0138414609456195,1.03898478718475e-06,0.00688719167804697,0.00420521110079703,0.000591064970329709,4.0156127021861e-06,7.34333005331258e-06,3.16878869883198e-06,5.79112567900949e-06,0.000832974768035834,0.000826045502367175
διαφθείρω,0.0038202024211153,5.92494282430175e-06,0.00602554766506606,6.74864014900997e-06,0.00135171920812735,2.80995172502936e-06,0.00440526871739061,0.00351712917988272,4.0156127021861e-06,0.00514767436737212,3.16878869883198e-06,0.00405957910098565,5.51638919229029e-06,4.1096791162546e-06
δύναμαι,0.00248446730883722,0.002375902072545,0.00246661446897979,6.74864014900997e-06,0.0023907039953121,2.80995172502936e-06,0.00320492301782913,0.00205409707510622,0.00161026069357663,7.34333005331258e-06,0.00142912370317322,5.79112567900949e-06,0.00469444720263904,0.0016479813256181
ἔργον,3.81638603508022e-06,5.92494282430175e-06,0.00205596833096984,6.74864014900997e-06,0.00581935379302176,2.80995172502936e-06,0.00340498063442271,5.85212841910603e-06,0.000405576882920796,7.34333005331258e-06,0.000636926528465229,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
πλεῖστος,0.00267528661059123,0.00830084489684675,0.00315102469899638,6.74864014900997e-06,0.002806297910186,2.80995172502936e-06,4.00115233187158e-06,5.85212841910603e-06,0.00422040894999759,7.34333005331258e-06,3.16878869883198e-06,0.000584903693579958,5.51638919229029e-06,0.00123701341399264
τυγχάνω,0.00229364800708321,5.92494282430175e-06,0.00260349651498311,0.0030436367072035,0.00254655171338981,2.80995172502936e-06,0.00320492301782913,5.85212841910603e-06,4.0156127021861e-06,7.34333005331258e-06,0.00190444200799802,0.00377002281703518,5.51638919229029e-06,0.0037028208837454
χρῆμα,0.000194635687789091,5.92494282430175e-06,2.73764092006636e-06,0.00574309276680749,0.00166341464428278,0.00182927857299412,4.00115233187158e-06,5.85212841910603e-06,0.0108461699086047,7.34333005331258e-06,0.00032004765858203,5.79112567900949e-06,0.00331534990456647,0.00349733692793267
εἶπον,3.81638603508022e-06,5.92494282430175e-06,2.73764092006636e-06,6.74864014900997e-06,0.0023907039953121,0.00815166995431018,0.00280480778464198,5.85212841910603e-06,0.000405576882920796,7.34333005331258e-06,0.00396415466223881,5.79112567900949e-06,5.51638919229029e-06,4.1096791162546e-06
οὕτως,0.0021028287053292,5.92494282430175e-06,0.00137155810095325,6.74864014900997e-06,0.00176731312300125,0.00309375684925733,4.00115233187158e-06,5.85212841910603e-06,0.0046219702202162,7.34333005331258e-06,0.00190444200799802,0.00174312882938186,0.00607354450071161,0.000826045502367175
